landmark_id,x,y,visibility
0,62.54816,16.300077,0.34135193
1,64.65783,13.678415,0.40079752
2,60.061035,13.723403,0.50667787
3,67.48897,15.316702,0.6009083
4,55.776577,15.88491,0.7001283
5,74.64809,30.972345,0.99664384
6,50.75885,31.853683,0.95510393
7,81.361084,47.557236,0.91497624
8,45.39048,47.36066,0.87080413
9,75.46711,53.766365,0.62039244
10,52.026844,57.89776,0.70175636
11,72.65766,64.45172,0.9614062
12,58.139015,65.25673,0.9255179
13,76.97639,93.78925,0.8724772
14,60.877716,95.16331,0.8661392
15,78.74985,117.96637,0.76665694
16,62.222893,119.58887,0.7746828
