landmark_id,x,y,visibility
0,60.980057,17.004263,0.47244343
1,63.57923,14.528114,0.42042136
2,58.661156,14.345603,0.5347044
3,66.92461,16.048939,0.74580437
4,53.968735,15.104823,0.71638817
5,72.60822,30.824053,0.9980673
6,45.664177,29.689672,0.97594106
7,78.87872,47.912704,0.98068106
8,38.01836,45.7926,0.93139297
9,65.44282,48.99069,0.65949064
10,48.944893,47.962204,0.67018163
11,66.9571,67.8636,0.91718507
12,49.767925,67.307755,0.9386524
13,68.85683,97.94877,0.89506984
14,50.01739,97.239204,0.9200503
15,66.07821,121.30445,0.68753314
16,51.62339,121.74527,0.6624748
