landmark_id,x,y,visibility
0,67.5890121459961,10.326493263244629,0.6784101128578186
1,70.0235595703125,7.859677314758301,0.6922217011451721
2,65.1690902709961,7.9157538414001465,0.6227362751960754
3,74.10440826416016,8.919649124145508,0.8221983313560486
4,61.554141998291016,9.150481224060059,0.6744419932365417
5,81.29456329345703,22.914161682128906,0.9982429146766663
6,56.59535217285156,25.147663116455078,0.9782045483589172
7,88.23231506347656,39.32038879394531,0.9516257047653198
8,48.704734802246094,40.743408203125,0.8945050239562988
9,0.0,0.0,0.0
10,54.7629508972168,38.63212585449219,0.7027871012687683
11,79.8708267211914,57.784637451171875,0.9719114303588867
12,64.49755096435547,58.88444137573242,0.9579439163208008
13,81.62836456298828,87.4092788696289,0.9594101905822754
14,67.1491470336914,88.54338836669922,0.9595998525619507
15,84.4247817993164,112.72273254394531,0.9007810354232788
16,69.18773651123047,114.42158508300781,0.9028871059417725
