filename,identity,view,landmark_id,x,y,visibility
016z050pf,50,f,0,1068.691749572754,566.9185996055603,0.9994145631790161
016z050pf,50,f,1,1082.1462631225586,537.5577306747437,0.9987649917602539
016z050pf,50,f,2,1094.3237113952637,536.7246508598328,0.9986786246299744
016z050pf,50,f,3,1102.7411937713623,537.1666502952576,0.9990494847297668
016z050pf,50,f,4,1052.2785568237305,541.6204905509949,0.999058187007904
016z050pf,50,f,5,1042.0817947387695,543.1839609146118,0.9991863369941711
016z050pf,50,f,6,1033.6952209472656,544.384138584137,0.9992932081222534
016z050pf,50,f,7,1120.617504119873,552.945499420166,0.9995895028114319
016z050pf,50,f,8,1025.2450275421143,556.5608525276184,0.9985571503639221
016z050pf,50,f,9,1088.5201740264893,593.2818031311035,0.9997557997703552
016z050pf,50,f,10,1054.0470886230469,593.5810589790344,0.9996238946914673
016z050pf,50,f,11,1207.320156097412,693.8394284248352,0.9999134540557861
016z050pf,50,f,12,957.1668338775635,705.0794219970703,0.9995794892311096
016z050pf,50,f,13,1278.0957412719727,867.8005027770996,0.9869109392166138
016z050pf,50,f,14,888.9791584014893,882.5758409500122,0.9097328782081604
016z050pf,50,f,15,1211.39741897583,823.6552834510803,0.9955847859382629
016z050pf,50,f,16,917.256908416748,844.8169326782227,0.9759417772293091
016z050pf,50,f,17,1201.0302925109863,807.3852682113647,0.9939390420913696
016z050pf,50,f,18,935.0168609619141,838.7489533424377,0.9794905781745911
016z050pf,50,f,19,1184.202003479004,787.154381275177,0.9942373037338257
016z050pf,50,f,20,940.1884078979492,806.513786315918,0.9801028370857239
016z050pf,50,f,21,1180.8511924743652,793.6720204353333,0.9888652563095093
016z050pf,50,f,22,940.5578422546387,807.7127623558044,0.9645591378211975
016z050pf,50,f,23,1164.6560287475586,1071.494550704956,0.9997268319129944
016z050pf,50,f,24,1018.1775760650635,1078.2497119903564,0.9996410608291626
016z050pf,50,f,25,1153.9774131774902,1368.6483478546143,0.9642342925071716
016z050pf,50,f,26,1026.572027206421,1367.0874309539795,0.9476923942565918
016z050pf,50,f,27,1141.2046241760254,1605.5450248718262,0.9277153611183167
016z050pf,50,f,28,1050.320167541504,1601.876049041748,0.8969932198524475
016z050pf,50,f,29,1129.7040939331055,1630.1009273529053,0.6998156905174255
016z050pf,50,f,30,1061.4703559875488,1627.7704668045044,0.6139337420463562
016z050pf,50,f,31,1136.3433647155762,1696.9531917572021,0.8902238607406616
016z050pf,50,f,32,1053.693609237671,1682.4709510803223,0.8205953240394592
016z050ps,50,s,0,1026.3812351226807,603.7185072898865,0.9992269277572632
016z050ps,50,s,1,1036.5814018249512,574.6169900894165,0.9991681575775146
016z050ps,50,s,2,1040.7341003417969,573.4438991546631,0.9990609288215637
016z050ps,50,s,3,1044.1594123840332,572.1903491020203,0.9993614554405212
016z050ps,50,s,4,1037.3459720611572,574.1694331169128,0.9992243051528931
016z050ps,50,s,5,1041.9963455200195,572.9018640518188,0.9992350339889526
016z050ps,50,s,6,1046.8470573425293,571.1289596557617,0.9994543194770813
016z050ps,50,s,7,1080.5626487731934,571.5328574180603,0.9994807839393616
016z050ps,50,s,8,1083.1577014923096,571.5475273132324,0.9984861016273499
016z050ps,50,s,9,1043.735237121582,624.6485424041748,0.998741090297699
016z050ps,50,s,10,1046.4778900146484,626.3960123062134,0.9980223178863525
016z050ps,50,s,11,1135.2406692504883,678.7687397003174,0.9999727010726929
016z050ps,50,s,12,1170.7978248596191,693.5762715339661,0.9992601275444031
016z050ps,50,s,13,1128.3413124084473,869.912166595459,0.9809653162956238
016z050ps,50,s,14,1172.0149421691895,899.7143840789795,0.0025622756220400333
016z050ps,50,s,15,1073.6835861206055,1051.3862800598145,0.8823078274726868
016z050ps,50,s,16,1121.8028450012207,1063.5937356948853,0.004787822719663382
016z050ps,50,s,17,1072.2677993774414,1103.0331230163574,0.7927003502845764
016z050ps,50,s,18,1116.5232849121094,1118.830246925354,0.007096724584698677
016z050ps,50,s,19,1059.6896743774414,1105.0912141799927,0.7867354154586792
016z050ps,50,s,20,1093.9975357055664,1116.9146490097046,0.007514083292335272
016z050ps,50,s,21,1059.8048305511475,1089.0842056274414,0.6558390855789185
016z050ps,50,s,22,1094.501953125,1098.1892538070679,0.007319580297917128
016z050ps,50,s,23,1128.9179611206055,1058.2707166671753,0.9999229907989502
