landmark_id,x,y,visibility
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,72.12030029296875,22.839080810546875,0.47946006059646606
6,45.91743087768555,24.325851440429688,0.6175836324691772
7,75.94658660888672,41.06052780151367,0.46461525559425354
8,40.92238998413086,42.847633361816406,0.5220953822135925
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,66.81188201904297,59.15071487426758,0.5859952569007874
12,52.449039459228516,59.6110725402832,0.6639257073402405
13,70.62947082519531,86.95455169677734,0.5997403860092163
14,54.46356201171875,87.74066925048828,0.8707627058029175
15,72.0653305053711,112.76526641845703,0.6992396116256714
16,55.537784576416016,113.0782241821289,0.9422034025192261
