landmark_id,x,y,visibility
0,1065.3022193908691,542.7961349487305,0.9985892176628113
1,1083.1064319610596,516.3053584098816,0.9982823133468628
2,1087.2412395477295,516.6086196899414,0.9981889128684998
3,1090.9516716003418,516.6769623756409,0.9987697005271912
4,1082.403678894043,515.9205365180969,0.9985151886940002
5,1086.1199855804443,516.3409566879272,0.9986035227775574
6,1090.1546573638916,516.676561832428,0.9990074038505554
7,1123.3294486999512,527.937433719635,0.9992489218711853
8,1119.5937824249268,529.6102523803711,0.9977645874023438
9,1077.277593612671,570.1132321357727,0.9984525442123413
10,1076.3496017456055,569.7179961204529,0.9977073669433594
11,1153.692226409912,651.467113494873,0.999977707862854
12,1142.4010467529297,670.1607656478882,0.9992640614509583
13,1161.4502143859863,864.5035314559937,0.9884793162345886
14,1142.43803024292,875.675482749939,0.0062641859985888
15,1095.7897663116455,1037.8762578964233,0.9031516313552856
16,1093.275489807129,1043.3094263076782,0.012753416784107685
17,1091.341667175293,1091.1754417419434,0.8145579695701599
18,1099.3614768981934,1100.5359363555908,0.017160415649414062
19,1073.2122802734375,1096.9887256622314,0.8091776371002197
20,1083.5875511169434,1100.6199502944946,0.01847517117857933
21,1073.7624263763428,1081.214632987976,0.6947445869445801
22,1082.3954010009766,1084.2878007888794,0.017094071954488754
23,1140.5401229858398,1032.051658630371,0.9999127388000488
24,1125.4568672180176,1028.4880256652832,0.9997740387916565
25,1132.4755859375,1325.221152305603,0.7323852777481079
26,1125.4913139343262,1325.0422096252441,0.02520887367427349
27,1152.5748443603516,1628.6242246627808,0.8314733505249023
28,1140.462417602539,1592.5626182556152,0.08824168890714645
29,1177.1843528747559,1662.1933507919312,0.6002920866012573
30,1167.6346015930176,1639.663496017456,0.16307483613491058
31,1029.0399074554443,1655.0157165527344,0.8108433485031128
32,1018.8819313049316,1614.9639987945557,0.19996897876262665
