landmark_id,x,y,visibility
0,1064.878911972046,480.6177592277527,0.9982410669326782
1,1079.9331283569336,458.8498377799988,0.9962171912193298
2,1090.5412483215332,460.0043034553528,0.9959397315979004
3,1098.1914234161377,461.09458208084106,0.9970648884773254
4,1051.3280010223389,456.997275352478,0.9975823163986206
5,1041.822509765625,457.830605506897,0.9981052875518799
6,1033.8020992279053,458.85809898376465,0.9986461997032166
7,1110.7084655761719,470.8959746360779,0.9976781010627747
8,1017.1742153167725,469.44841146469116,0.995824933052063
9,1082.3117542266846,506.4628601074219,0.997740626335144
10,1051.234474182129,506.3286781311035,0.9978037476539612
11,1197.662525177002,631.8066000938416,0.9994320273399353
12,935.3576564788818,633.5679388046265,0.9990969896316528
13,1245.086841583252,802.4138760566711,0.7858180999755859
14,885.981559753418,799.6292495727539,0.7758281230926514
15,1175.430507659912,875.4346561431885,0.5136155486106873
16,944.7359085083008,863.4508037567139,0.47621673345565796
17,1154.59077835083,901.448335647583,0.5176582932472229
18,961.6953086853027,893.703932762146,0.4613141119480133
19,1144.9884223937988,884.086389541626,0.547134518623352
20,970.8414459228516,874.7957897186279,0.4830164313316345
21,1147.4340057373047,873.5420894622803,0.5080363750457764
22,968.1915855407715,861.4056301116943,0.4476848244667053
23,1141.097011566162,1001.5775299072266,0.9996870756149292
24,985.3922462463379,1007.243914604187,0.9997356534004211
25,1145.8729553222656,1307.6507234573364,0.9150875210762024
26,995.5273246765137,1296.7109870910645,0.9184624552726746
27,1126.9265937805176,1586.2704849243164,0.8766055703163147
28,1005.6041240692139,1594.532389640808,0.933053195476532
29,1110.1736736297607,1609.272780418396,0.5190444588661194
30,1019.5007038116455,1618.3009243011475,0.5714287161827087
31,1136.186752319336,1677.9435110092163,0.8075932264328003
32,997.2389125823975,1665.6150913238525,0.8567109107971191
