landmark_id,x,y,visibility
0,1062.8570365905762,573.6601424217224,0.99516761302948
1,1082.3139572143555,545.6195139884949,0.9946991205215454
2,1086.5849494934082,546.081440448761,0.9942611455917358
3,1090.8936595916748,546.2667417526245,0.9961165189743042
4,1081.7939186096191,544.7159886360168,0.9952484965324402
5,1085.1903247833252,544.8453140258789,0.9954599738121033
6,1089.255838394165,544.621160030365,0.9968384504318237
7,1122.2537231445312,557.5193023681641,0.99775630235672
8,1122.5260925292969,557.1272206306458,0.9935732483863831
9,1075.463399887085,600.0273513793945,0.9953742623329163
10,1075.2342224121094,600.5110573768616,0.9931081533432007
11,1169.3371772766113,684.2272424697876,0.9998340606689453
12,1174.2635917663574,703.5186553001404,0.9974672794342041
13,1139.3678665161133,902.4864435195923,0.9491723775863647
14,1176.3482856750488,915.624361038208,0.0029259666334837675
15,1071.1718463897705,1074.3408107757568,0.6091753840446472
16,1116.5048599243164,1078.804965019226,0.0036984728649258614
17,1060.4962348937988,1123.8265228271484,0.47466886043548584
18,1113.7877082824707,1127.284812927246,0.005564785096794367
19,1046.2277507781982,1120.2698993682861,0.4757827818393707
20,1101.9591331481934,1125.6564044952393,0.006076810881495476
21,1049.8316383361816,1105.5169916152954,0.3391841650009155
22,1101.2107181549072,1108.8846588134766,0.006282896269112825
23,1164.7329330444336,1038.9769506454468,0.9988993406295776
24,1164.584732055664,1046.1548852920532,0.998088538646698
25,1149.6053504943848,1326.1639308929443,0.32147836685180664
26,1138.238868713379,1323.0565166473389,0.01499179657548666
27,1166.5969276428223,1621.2737560272217,0.412764310836792
28,1148.0513763427734,1599.453763961792,0.03796103969216347
29,1196.3009452819824,1660.3068923950195,0.21200543642044067
30,1178.353271484375,1641.9548034667969,0.09369999170303345
31,1037.3619270324707,1656.1730861663818,0.343906968832016
32,1027.7402114868164,1616.8271255493164,0.07626298069953918
