landmark_id,x,y,visibility
0,1139.9574661254883,524.2860317230225,0.9999449253082275
1,1155.1990699768066,502.24894523620605,0.9998712539672852
2,1163.6463928222656,502.8883123397827,0.9998254179954529
3,1173.9885520935059,503.56467962265015,0.9998869895935059
4,1126.949291229248,500.46908140182495,0.9999192953109741
5,1117.1391868591309,500.4477024078369,0.9999171495437622
6,1108.6859226226807,500.76297998428345,0.9999387264251709
7,1183.3528518676758,517.9445815086365,0.9998894929885864
8,1090.566749572754,514.0421390533447,0.9997832179069519
9,1158.5805892944336,550.1809000968933,0.9999241828918457
10,1121.7064476013184,549.8547577857971,0.9999125003814697
11,1256.4796257019043,664.894323348999,0.999947190284729
12,1017.1495819091797,661.5470337867737,0.9998680353164673
13,1345.1518821716309,840.3053140640259,0.9445388317108154
14,901.2200927734375,822.8612565994263,0.8655242919921875
15,1297.931308746338,703.9424800872803,0.973997950553894
16,968.958625793457,692.4594569206238,0.9473667144775391
17,1288.9068031311035,670.810546875,0.9623001217842102
18,994.5483303070068,656.9022846221924,0.9313220977783203
19,1271.4562034606934,651.3863039016724,0.9593073129653931
20,996.3942337036133,641.5699911117554,0.9204432964324951
21,1267.3255348205566,661.8167495727539,0.9277242422103882
22,993.786096572876,655.583746433258,0.8813347220420837
23,1208.4022903442383,1019.0419149398804,0.9999688863754272
24,1058.1736850738525,1016.4775371551514,0.9999631643295288
25,1211.9683265686035,1310.7157802581787,0.9492174983024597
26,1063.097162246704,1306.2655448913574,0.9273066520690918
27,1212.6106643676758,1575.3144264221191,0.9674092531204224
28,1053.7821960449219,1572.8636026382446,0.9694869518280029
29,1195.1325607299805,1612.3276233673096,0.7555146217346191
30,1065.818452835083,1610.1378536224365,0.785354495048523
31,1240.526523590088,1656.970567703247,0.950673520565033
32,1008.6355686187744,1646.2779664993286,0.9426641464233398
