landmark_id,x,y,visibility
0,1142.1329498291016,543.2409882545471,0.9998719692230225
1,1158.3620262145996,523.7754392623901,0.9997236132621765
2,1165.779685974121,524.1786861419678,0.9997057318687439
3,1174.1710662841797,525.2323651313782,0.9997805953025818
4,1130.6864929199219,521.5427613258362,0.999796450138092
5,1122.3198127746582,521.7515444755554,0.9998257756233215
6,1113.8946533203125,521.5625381469727,0.9998407363891602
7,1181.3784408569336,537.3530030250549,0.9998689889907837
8,1094.7667121887207,532.5906944274902,0.9995686411857605
9,1157.527027130127,570.3617191314697,0.9999117851257324
10,1129.4325256347656,567.9864978790283,0.999889612197876
11,1255.2208518981934,694.0432548522949,0.9999617338180542
12,1014.5972537994385,690.6238174438477,0.9998527765274048
13,1315.3565406799316,881.7378044128418,0.9814189672470093
14,937.7063751220703,872.3849201202393,0.927961528301239
15,1303.6779022216797,816.6895866394043,0.9942612648010254
16,994.9014759063721,802.5587725639343,0.9830400347709656
17,1305.9939765930176,795.7713675498962,0.9930811524391174
18,1013.1765270233154,784.5313739776611,0.984218418598175
19,1293.078327178955,771.8337035179138,0.9933567643165588
20,1020.5142784118652,761.7201375961304,0.9839567542076111
21,1284.9005699157715,779.1823196411133,0.9877605438232422
22,1019.5380210876465,769.5914125442505,0.9727649092674255
23,1210.9335899353027,1067.0373058319092,0.9999573230743408
24,1062.1219730377197,1069.456787109375,0.9999450445175171
25,1202.1356582641602,1342.4978828430176,0.9832940101623535
26,1063.7938404083252,1331.9471740722656,0.9714714288711548
27,1203.6446380615234,1575.258550643921,0.9853620529174805
28,1080.1382064819336,1575.58198928833,0.9876725077629089
29,1187.1371841430664,1608.1539630889893,0.8863508701324463
30,1104.4971752166748,1612.2020530700684,0.9033066034317017
31,1233.0194091796875,1668.9593267440796,0.9796519875526428
32,1043.9662837982178,1647.068338394165,0.9755740165710449
