landmark_id,x,y,visibility
0,1101.4006423950195,491.4265179634094,0.9986176490783691
1,1120.1447296142578,465.3576636314392,0.9983652234077454
2,1124.5843505859375,465.3674268722534,0.9981162548065186
3,1129.9846076965332,465.42370319366455,0.9989020824432373
4,1118.6877536773682,463.9274740219116,0.99861741065979
5,1121.4518356323242,463.09574604034424,0.9985654950141907
6,1125.2022552490234,461.9485402107239,0.9990917444229126
7,1167.4340629577637,475.26089429855347,0.999416708946228
8,1165.4330825805664,474.7788405418396,0.9982755184173584
9,1115.3000259399414,518.7290453910828,0.9991087317466736
10,1112.3315334320068,518.7979888916016,0.9986704587936401
11,1220.392017364502,616.6841411590576,0.9999815225601196
12,1199.9895477294922,624.0920877456665,0.9996206760406494
13,1206.4501762390137,836.6333842277527,0.9684677124023438
14,1196.8757247924805,845.2823638916016,0.003494689706712961
15,1151.419277191162,1018.8068962097168,0.7935578227043152
16,1135.1661682128906,1021.6674757003784,0.007179971318691969
17,1141.7680549621582,1070.9832572937012,0.6679524779319763
18,1134.4956588745117,1076.0792684555054,0.010191444307565689
19,1127.436752319336,1076.1228275299072,0.6661584377288818
20,1122.9167556762695,1080.4759311676025,0.011070411652326584
21,1128.7672233581543,1060.1089096069336,0.5287194848060608
22,1123.3964729309082,1063.1739664077759,0.010362125933170319
23,1193.350009918213,1011.0334539413452,0.9999351501464844
24,1181.0483932495117,1012.1185255050659,0.99986732006073
25,1189.3162727355957,1316.3112688064575,0.35830599069595337
26,1186.0785484313965,1321.2839126586914,0.0074034626595675945
27,1206.3581848144531,1634.1089630126953,0.4473170340061188
28,1206.608657836914,1602.8441619873047,0.01724417507648468
29,1232.7195358276367,1665.4059076309204,0.2902456820011139
30,1231.2041473388672,1648.7527227401733,0.04520552605390549
31,1069.8501205444336,1660.663776397705,0.4778793454170227
32,1083.8547134399414,1639.0022993087769,0.05330849811434746
